B	BP	BV	id	normal / touch / 360 / detachable	Brand	Model	Best Price	Color	Screen	RAM	Processor	VRAM	GPU	Storage	OS	MS offc	Warranty	Thickness	Weight	Backlit keyboard	DVD	91mobiles	Amazon	Flipkart	Snapdeal	Tata Cliq	Croma	screen size in numbers	processor score	gpu score	ddr4/ddr3	gddr5/ddr3	ssd/hdd	RAM Memory	VRAM Memory	cpu score bucket	gpu score bucket	comment on processor	comment on GPU	pic name	series name	part number / model name for HP	model name for HP subtracted	Build Score (x/4)	Build Review	Screen Score (x/4)	Screen Review	Audio Score (x/4)	Audio Review	Keyboard (x/4)	Keyboard Review	Touchpad Score (x/4)	Touchpad Review	Heating Score (x/3)	Heating Review	Additional Cons (not in brackets)	Additional Pros (not in brackets)
3	3	21	402	normal	HP	240 G5 (X6W66PA)	40000	Black	"14"" HD"	4GB DDR4	i5 6200U	Integrated	Integrated	500GB 5400RPM	DOS	No	1 yr											14	4100	0	1	0	1	4	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		G5 200_14_Black	240 G5	X6W66PA		-	-	-	-	-	-	-	-	-	-	-	-		
2	2	20	423	normal	HP	240 G5 (1AS27PA)	42681	Black	"14"" HD"	4GB DDR4	i5 7200U	Integrated	Integrated	500GB 7200RPM	DOS	No	1 yr											14	4732	0	1	0	2	4	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		G5 200_14_Black	240 G5	1AS27PA		-	-	-	-	-	-	-	-	-	-	-	-		
2	2	20	424	normal	HP	240 G5 (1AS25PA)	51300	Black	"14"" HD"	4GB DDR4	i5 7200U	Integrated	Integrated	500GB 7200RPM	Win 10	No	1 yr											14	4732	0	1	0	2	4	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		G5 200_14_Black	240 G5	1AS25PA		-	-	-	-	-	-	-	-	-	-	-	-		
12	18	24	307	normal	HP	245 G4 (P1B38PA)	19148	Black	"14"" HD"	4GB DDR3	AMD A6-6310	Integrated	Integrated	500GB 5400RPM	DOS	No	1 yr											14	2395	0	0	0	1	4	0	3	0	AMD A6-6310 performs 20-25% better than Pentium N3540 & 20-25% worse than i3 6006U		G4 200_14_Black	245 G4	P1B38PA		3	matte black plastic, top is patterened with small squares, keyboard area features stamped-in dots	2	poor brightness, average contrast and color accuracy	3	good quality, average volume	3	flat, lightly roughened keys, comfortable overall	3	slightly roughened surface for better precision	2	stays cool under normal usage		
11	17	23	308	normal	HP	245 G5 (Y0T72PA)	19500	Black	"14"" HD"	4GB DDR3	AMD A6-7310	Integrated	Integrated	500GB 7200RPM	DOS	No	1 yr											14	2636	0	0	0	2	4	0	3	0	AMD A6-7310 performs 30-40% better than Pentium N3540 & 15-20% worse than i3 6006U		G5 200_14_Black	245 G5	Y0T72PA		-	-	-	-	-	-	-	-	-	-	-	-		
11	17	23	332	normal	HP	250 G3 (L9S61PA)	27500	Black	"15.6"" HD"	4GB DDR3	i3 5005U	Integrated	Integrated	500GB 7200RPM	DOS	No	1 yr											15.6	2923	0	0	0	2	4	0	3	0	i3 5005U performs 40-50% better than Pentium N3540 & 5-10% worse than i3 6006U		G3 200_15_Black	250 G3	L9S61PA		3	good quality plastic	2	poor contrast and color accuracy, average brightness	2	good volume, average quality, lacks bass	3	soft flat keys	3	responsive, precise	2	stays cool under normal usage		
12	18	24	342	normal	HP	250 G3 (LID88PT)	31699	Black	"15.6"" HD"	4GB DDR3	i3 5005U	Integrated	Integrated	500GB 5400RPM	DOS	No	1 yr											15.6	2923	0	0	0	1	4	0	3	0	i3 5005U performs 40-50% better than Pentium N3540 & 5-10% worse than i3 6006U		G3 200_15_Black	250 G3	LID88PT		3	good quality plastic	2	poor contrast and color accuracy, average brightness	2	good volume, average quality, lacks bass	3	soft flat keys	3	responsive, precise	2	stays cool under normal usage		
12	18	24	348	normal	HP	250 G4 (T3Z17PT)	27220	Black	"15.6"" HD"	4GB DDR3	i3 5005U	Integrated	Integrated	1TB 5400RPM	DOS	No	1 yr											15.6	2923	0	0	0	1	4	0	3	0	i3 5005U performs 40-50% better than Pentium N3540 & 5-10% worse than i3 6006U		G4 200_15_Black	250 G4	T3Z17PT		3	matte black plastic, top is patterened with small squares, keyboard area features stamped-in dots	2	poor brightness, average contrast and color accuracy	3	good quality, average volume	3	flat, lightly roughened keys, comfortable overall	3	slightly roughened surface for better precision	2	stays cool under normal usage		
3	9	21	380	normal	HP	250 G5 (1AS39PA)	29990	Black	"15.6"" HD"	4GB DDR4	i3 6006U	Integrated	Integrated	1TB 5400RPM	DOS	No	1 yr											15.6	3143	0	1	0	1	4	0	4	0	i3 6006U performs 5-10% better than i3 5005U & 15-20% worse than i3 7100U		G5 200_15_Black	250 G5	1AS39PA		3	matte plastic chasis, ridges on outer lid and glossy streaks on palm rest	2	poor color accuracy, average brightness and contrast	3	good quality, average volume, lacks bass	3	flat, lightly roughened keys, comfortable overall	3	rough surface, precise and responsive	2	left side gets warm under stress		
11	17	23	344	normal	HP	346 G3 (Y0T68PA)	29725	Gold	"14"" HD"	4GB DDR3	i3 5005U	Integrated	Integrated	1TB 7200RPM	DOS	No	1 yr											14	2923	0	0	0	2	4	0	3	0	i3 5005U performs 40-50% better than Pentium N3540 & 5-10% worse than i3 6006U		G3 300_14_Gold	346 G3	Y0T68PA		-	-	-	-	-	-	-	-	-	-	-	-		
11	17	23	345	normal	HP	346 G3 (Y0T69PA)	44378	Gold	"14"" HD"	4GB DDR3	i3 5005U	Integrated	Integrated	1TB 7200RPM	Win 10	No	1 yr											14	2923	0	0	0	2	4	0	3	0	i3 5005U performs 40-50% better than Pentium N3540 & 5-10% worse than i3 6006U		G3 300_14_Gold	346 G3	Y0T69PA		-	-	-	-	-	-	-	-	-	-	-	-		
2	8	20	375	normal	HP	348 G3 (1AA08PA)	36314	Silver	"14"" HD"	4GB DDR4	i3 6006U	Integrated	Integrated	1TB 7200RPM	DOS	No	1 yr											14	3143	0	1	0	2	4	0	4	0	i3 6006U performs 5-10% better than i3 5005U & 15-20% worse than i3 7100U		G3 300_14_Silver	348 G3	1AA08PA		-	-	-	-	-	-	-	-	-	-	-	-		
2	8	20	376	normal	HP	348 G3 (1AA09PA)	46997	Silver	"14"" HD"	4GB DDR4	i3 6006U	Integrated	Integrated	1TB 7200RPM	Win 10	No	1 yr											14	3143	0	1	0	2	4	0	4	0	i3 6006U performs 5-10% better than i3 5005U & 15-20% worse than i3 7100U		G3 300_14_Silver	348 G3	1AA09PA		-	-	-	-	-	-	-	-	-	-	-	-		
2	2	20	409	normal	HP	348 G3 (YOT70PA)	42999	Silver	"14"" FHD"	8GB DDR4	i5 6200U	Integrated	Integrated	1TB 7200RPM	DOS	No	1 yr	23.9	2									14	4100	0	1	0	2	8	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		G3 300_14_Silver	348 G3	YOT70PA		-	-	-	-	-	-	-	-	-	-	-	-		
2	2	20	410	normal	HP	348 G3 (YOT71PA) 	47999	Silver	"14"" FHD"	8GB DDR4	i5 6200U	Integrated	Integrated	1TB 7200RPM	Win 10	No	1 yr	23.9	2									14	4100	0	1	0	2	8	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		G3 300_14_Silver	348 G3	YOT71PA		-	-	-	-	-	-	-	-	-	-	-	-		
2	2	20	425	normal	HP	348 G4 (1HZ82PA)	56900	Silver	"14"" HD"	4GB DDR4	i5 7200U	Integrated	Integrated	500GB 7200RPM	Win 10	No	3 yr											14	4732	0	1	0	2	4	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		G4 300_14_Silver	348 G4	1HZ82PA		-	-	-	-	-	-	-	-	-	-	-	-		
2	2	20	429	normal	HP	348 G4 (1AA06PA)	48115	Silver	"14"" HD"	8GB DDR4	i5 7200U	Integrated	Integrated	1TB 7200RPM	DOS	No	1 yr	23.9	2									14	4732	0	1	0	2	8	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		G4 300_14_Silver	348 G4	1AA06PA		-	-	-	-	-	-	-	-	-	-	-	-		
2	2	20	430	normal	HP	348 G4 (1AA07PA)	57790	Silver	"14"" HD"	8GB DDR4	i5 7200U	Integrated	Integrated	1TB 7200RPM	Win 10	No	1 yr	23.9	2									14	4732	0	1	0	2	8	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		G4 300_14_Silver	348 G4	1AA07PA		-	-	-	-	-	-	-	-	-	-	-	-		
1.5	7.5	19.5	459	detachable	HP	Elite x2 1012 G1 (V8R10PA)	163314	Silver	"12"" FHD"	8GB DDR3	M7 6Y75	Integrated	Integrated	256GB SSD	Win 10	No	3 yr											12	3581	0	0	0	3	8	0	4	0	M7 6Y75 performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U		Elite X2_12_Silver	Elite x2 1012 G1	V8R10PA		4	silver metal chasis	3	decent brightness, contrast, good color accuracy and viewing angles	3	good quality, average volume, lacks bass	3	its a travel keyboard, keys are flat and slightly rough	3	smooth surface, accurate	2	stays cool under normal usage		stylus is comfortable to hold and responsive
7.5	13.5	19.5	453	detachable	HP	Elite x2 1012 G1 Tablet (T9S55PA)	91499	Silver	"12"" FHD"	4GB DDR3	M3 6Y30	Integrated	Integrated	128GB SSD	Win 10	No	1 yr											12	3056	0	0	0	3	4	0	3	0	M3 6Y30 performs 0-5% better than i3 5005U & 0-5% worse than i3 6006U		Elite X2_12_Silver	Elite x2 1012 G1 Tablet	T9S55PA		4	silver metal chasis	3	decent brightness, contrast, good color accuracy and viewing angles	3	good quality, average volume, lacks bass	3	its a travel keyboard, keys are flat and slightly rough	3	smooth surface, accurate	2	stays cool under normal usage		stylus is comfortable to hold and responsive
7.5	13.5	19.5	454	detachable	HP	Elite x2 1012 G1 Tablet (V8R07PA) (keyboard included)	114301	Silver	"12"" FHD"	4GB DDR3	M3 6Y30	Integrated	Integrated	128GB SSD	Win 10	No	1 yr											12	3056	0	0	0	3	4	0	3	0	M3 6Y30 performs 0-5% better than i3 5005U & 0-5% worse than i3 6006U		Elite X2_12_Silver	Elite x2 1012 G1 Tablet	V8R07PA		4	silver metal chasis	3	decent brightness, contrast, good color accuracy and viewing angles	3	good quality, average volume, lacks bass	3	its a travel keyboard, keys are flat and slightly rough	3	smooth surface, accurate	2	stays cool under normal usage		stylus is comfortable to hold and responsive
1.5	7.5	19.5	455	detachable	HP	Elite x2 1012 G1 Tablet (Y7D18PA)	104990	Silver	"12"" FHD"	8GB DDR3	M5 6Y54	Integrated	Integrated	256GB SSD	Win 10	No	1 yr											12	3297	0	0	0	3	8	0	4	0	M5 6Y54 performs 0-5% better than i3 6006U & 15-20% worse than i5 6200U		Elite X2_12_Silver	Elite x2 1012 G1 Tablet	Y7D18PA		4	silver metal chasis	3	decent brightness, contrast, good color accuracy and viewing angles	3	good quality, average volume, lacks bass	3	its a travel keyboard, keys are flat and slightly rough	3	smooth surface, accurate	2	stays cool under normal usage		stylus is comfortable to hold and responsive
1.5	7.5	19.5	456	detachable	HP	Elite x2 1012 G1 Tablet (V8R08PA) (keyboard included)	125893	Silver	"12"" FHD"	8GB DDR3	M5 6Y54	Integrated	Integrated	256GB SSD	Win 10	No	1 yr											12	3297	0	0	0	3	8	0	4	0	M5 6Y54 performs 0-5% better than i3 6006U & 15-20% worse than i5 6200U		Elite X2_12_Silver	Elite x2 1012 G1 Tablet	V8R08PA		4	silver metal chasis	3	decent brightness, contrast, good color accuracy and viewing angles	3	good quality, average volume, lacks bass	3	its a travel keyboard, keys are flat and slightly rough	3	smooth surface, accurate	2	stays cool under normal usage		stylus is comfortable to hold and responsive
1.5	7.5	19.5	457	detachable	HP	Elite x2 1012 G1 Tablet (V8R09PA) (keyboard included)	135675	Silver	"12"" FHD"	8GB DDR3	M5 6Y54	Integrated	Integrated	256GB SSD	Win 10	No	3 yr											12	3297	0	0	0	3	8	0	4	0	M5 6Y54 performs 0-5% better than i3 6006U & 15-20% worse than i5 6200U		Elite X2_12_Silver	Elite x2 1012 G1 Tablet	V8R09PA		4	silver metal chasis	3	decent brightness, contrast, good color accuracy and viewing angles	3	good quality, average volume, lacks bass	3	its a travel keyboard, keys are flat and slightly rough	3	smooth surface, accurate	2	stays cool under normal usage		stylus is comfortable to hold and responsive
1	1	19	405	normal	HP	EliteBook 820 G3 (W8H22PA)	98000	Silver	"12.5"" HD"	4GB DDR4	i5 6200U	Integrated	Integrated	256GB SSD	Win 10	No	3 yr	18.9	1.3									12.5	4100	0	1	0	3	4	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Elitebook 800 G3_12_Silver	EliteBook 820 G3	W8H22PA		4	magnesium alloy chasis, hinges are smooth yet taut	2	poor contrast and color accuracy, average brightness	3	good quality, average volume, lacks bass	4	spill-water resistant, good depth	3	also has a trackpoint, touchpad is smooth and accurate, could have been bigger	3	-		
1.5	1.5	19.5	441	normal	HP	EliteBook 820 G3 (W8H23PA)	110473	Silver	"12.5"""	8GB DDR3	i7 6500U	Integrated	Integrated	256GB SSD	Win 10 Pro	No	3 yr		1.3									12.5	4431	0	0	0	3	8	0	5	0	i7 6500U performs 5-10% better than i5 6200U & 5-10% worse than i5 7200U		Elitebook 800 G3_12_Silver	EliteBook 820 G3	W8H23PA		4	magnesium alloy chasis, hinges are smooth yet taut	2	poor contrast and color accuracy, average brightness	3	good quality, average volume, lacks bass	4	spill-water resistant, good depth	3	also has a trackpoint, touchpad is smooth and accurate, could have been bigger	3	-		
1	1	19	406	normal	HP	EliteBook 840 G3 (W8H20PA)	99000	Silver	"14"" HD"	4GB DDR4	i5 6200U	Integrated	Integrated	256GB SSD	Win 7	No	3 yr	18.9	1.5									14	4100	0	1	0	3	4	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Elitebook 800 G3_14_Silver	EliteBook 840 G3	W8H20PA		3	firm build, strong hinges, top is painted aluminium finish	2	average contrast and color accuracy	3	good quality, average volume, lacks bass	3	flat keys, good depth	4	very precise and smooth, also has a trackpoint	3	-		
1.5	7.5	19.5	458	touch	HP	EliteBook Folio (W8H05PA)	152655	Silver	"12.5"" FHD"	8GB DDR3	M7 6Y75	Integrated	Integrated	256GB SSD	Win 10	No	3 yr											12.5	3581	0	0	0	3	8	0	4	0	M7 6Y75 performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U		EliteBook_12_Silver	EliteBook Folio	W8H05PA		4	aluminium chasis, flawless build	3	great contrast, brightness & viewing angles, average color accuracy	4	great quality and loud, lacks bass like every thin laptop	4	smooth quiet keys, good typing experience	3	smooth and accurate, could have been bigger	3	even under stress, keyboard area stays cool	speakers are located at bottom, so voice gets dull on soft surfaces	its claimed to be world's thinnest business notebook
1.5	1.5	19.5	394	normal	HP	Envy 13-d052tu (T0Z67PA)	59990	Silver	"13.3"" FHD"	4GB DDR3	i5 6200U	Integrated	Integrated	128GB SSD	Win 10	No	1 yr	12.9	1.3									13.3	4100	0	0	0	3	4	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Envy _13_Silver	Envy 13-d	052tu	Envy 13-d052tu	4	lid and keyboard area are of aluminium, bottom is plastic	4	very good brightness and contrast	3	good quality, average volume	3	good depth, quiet keys, a little spongy	4	smooth and precise	2	stays cool under normal usage		
1.5	1.5	19.5	395	normal	HP	Envy 13-d115tu (V5D70PA)	85000	Silver	"13.3"" FHD"	8GB DDR3	i7 6500U	Integrated	Integrated	256GB SSD	Win 10	No	1 yr	13	1.4									13.3	4431	0	0	0	3	8	0	5	0	i7 6500U performs 5-10% better than i5 6200U & 5-10% worse than i5 7200U		Envy _13_Silver	Envy 13-d	115tu	Envy 13-d115tu	4	lid and keyboard area are of aluminium, bottom is plastic	4	very good brightness and contrast	3	good quality, average volume	3	good depth, quiet keys, a little spongy	4	smooth and precise	2	stays cool under normal usage		
1.5	1.5	19.5	397	normal	HP	Envy 13-d116tu (V5D71PA)	73000	Silver	"13.3"" FHD"	8GB DDR3	i5 6200U	Integrated	Integrated	256GB SSD	Win 10	No	1 yr	13	1.4									13.3	4100	0	0	0	3	8	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Envy _13_Silver	Envy 13-d	116tu	Envy 13-d116tu	4	lid and keyboard area are of aluminium, bottom is plastic	4	very good brightness and contrast	3	good quality, average volume	3	good depth, quiet keys, a little spongy	4	smooth and precise	2	stays cool under normal usage		
1.5	1.5	19.5	438	normal	HP	Envy 13-d014tu (P4Y42PA)	101652	Silver	"13.3"" FHD"	8GB DDR3	i7 6500U	Integrated	Integrated	512GB SSD	Win 10	No	1 yr											13.3	4431	0	0	0	3	8	0	5	0	i7 6500U performs 5-10% better than i5 6200U & 5-10% worse than i5 7200U		Envy _13_Silver	Envy 13-d	014tu	Envy 13-d014tu	4	lid and keyboard area are of aluminium, bottom is plastic	4	very good brightness and contrast	3	good quality, average volume	3	good depth, quiet keys, a little spongy	4	smooth and precise	2	stays cool under normal usage		
6	12	6	480	normal	HP	Envy 14-j007tx (N1W04PA)	74000	Silver	"14"" FHD"	8GB DDR3	i5 5200U	4GB DDR3	NV GTX 950M	1TB 5400RPM	Win 8.1	No	1 yr											14	3491	42	0	0	1	8	4	4	3	i5 5200U performs 10-15% better than i3 6006U & 10-15% worse than i5 6200U	capable of playing games like crysis 3, battlefield 1 on high resolution	Envy _14_Silver	Envy 14-j	007tx	Envy 14-j007tx	4	lid and keyboard area are of aluminium, bottom is plastic	4	very good brightness and contrast	3	good quality, average volume	3	good depth, quiet keys, a little spongy	4	smooth and precise	2	stays cool under normal usage		
7.5	13.5	19.5	404	detachable	HP	Envy X2 13-j002dx 	67571	Silver	"13.3"" FHD"	8GB DDR3	M 5Y70	Integrated	Integrated	256GB SSD	Win 8.1	No	1 yr											13.3	3029	0	0	0	3	8	0	3	0	M 5Y70 performs 0-5% better than i3 5005U & 0-5% worse than i3 6006U		Envy X2_13_Silver	Envy X2 13-j0	02dx 		3	chasis is of aluminium with some plastic elements	4	very good brightness, contrast and viewing angles	3	loud as per detachable laptop standards	3	soft quiet keys, little shallow	4	comfortable size, smooth functioning	3	-		
6	6	12	531	360	HP	Envy x360 15-w101tx	85000	Silver	"15.6"" FHD"	8GB DDR3	i7 6500U	2GB DDR3	NV GT 930M	1TB 5400RPM	Win 10	No	1 yr											15.6	4431	24	0	0	1	8	2	5	2	i7 6500U performs 5-10% better than i5 6200U & 5-10% worse than i5 7200U	not as good as 940MX, 930MX, but much better than R5 M430/M330	Envy X360_15_Silver	Envy x360 15-w	101tx		4	aluminium casing & strong sturdy hinges	2	average brightness, contrast and color accuracy	3	good quality, average volume	3	flat slip resistant keys, a little noisy	4	smooth and precise	3	even under stress, keyboard area stays cool		
6	6	12	532	360	HP	Envy x360 15-w102tx	79290	Silver	"15.6"" FHD"	8GB DDR3	i5 6200U	2GB DDR3	NV GT 930M	1TB 5400RPM	Win 10	No	1 yr											15.6	4100	24	0	0	1	8	2	5	2	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U	not as good as 940MX, 930MX, but much better than R5 M430/M330	Envy X360_15_Silver	Envy x360 15-w	102tx		4	aluminium casing & strong sturdy hinges	2	average brightness, contrast and color accuracy	3	good quality, average volume	3	flat slip resistant keys, a little noisy	4	smooth and precise	3	even under stress, keyboard area stays cool		
1	1	1	488	normal	HP	Omen 15-ax249tx (1HQ30PA)	99990	Black	"15.6"" FHD"	16GB DDR4	i5 7300HQ	4GB GDDR5	NV GTX 1050	1TB 7200RPM + 128GB SSD	Win 10	Yes	1 yr											15.6	6850	48	1	1	3	16	4	6	3	i5 7300HQ performs 10-15% better than i5 6300HQ & 15-20% worse than i7 6700HQ	capable of playing even the most demanding games on highest resolution	Omen_15_Black	Omen 15-ax	249tx	Omen 15-ax249tx	2	plastic chasis despite being high-end laptop, strong hinges, mesh pattern on lid and palm rest	3	good contrast and colors, poor brightness	2	unrefined, unbalanced sound quality, good volume	2	shallow	3	good textured surface, responsive	2	underside heats up under heavy usage		
1	1	1	498	normal	HP	Omen 15-ax252tx	99990	Black	"15.6"" FHD"	8GB DDR4	i7 7700HQ	4GB GDDR5	NV GTX 1050Ti	1TB 7200RPM + 128GB SSD	Win 10	Yes	1 yr											15.6	8971	52	1	1	3	8	4	6	3	i7 7700HQ performs 10-15% better than i7 6700HQ	capable of playing even the most demanding games on highest resolution	Omen_15_Black	Omen 15-ax	252tx		2	plastic chasis despite being high-end laptop, strong hinges, mesh pattern on lid and palm rest	3	good contrast and colors, poor brightness	2	unrefined, unbalanced sound quality, good volume	2	shallow	3	good textured surface, responsive	2	underside heats up under heavy usage		
1	1	1	499	normal	HP	Omen 15-ax250tx	109990	Black	"15.6"" FHD"	16GB DDR4	i7 7700HQ	4GB GDDR5	NV GTX 1050	1TB 7200RPM + 128GB SSD	Win 10	Yes	1 yr											15.6	8971	48	1	1	3	16	4	6	3	i7 7700HQ performs 10-15% better than i7 6700HQ	capable of playing even the most demanding games on highest resolution	Omen_15_Black	Omen 15-ax	250tx		2	plastic chasis despite being high-end laptop, strong hinges, mesh pattern on lid and palm rest	3	good contrast and colors, poor brightness	2	unrefined, unbalanced sound quality, good volume	2	shallow	3	good textured surface, responsive	2	underside heats up under heavy usage		
2	2	2	528	normal	HP	Omen 15-ax248tx (1HQ29PA)	79990	Black	"15.6"" FHD"	8GB DDR4	i5 7300HQ	2GB GDDR5	NV GTX 1050	1TB 7200RPM	Win 10	Yes	1 yr											15.6	6850	48	1	1	2	8	2	6	3	i5 7300HQ performs 10-15% better than i5 6300HQ & 15-20% worse than i7 6700HQ	capable of playing even the most demanding games on highest resolution	Omen_15_Black	Omen 15-ax	248tx	Omen 15-ax248tx	2	plastic chasis despite being high-end laptop, strong hinges, mesh pattern on lid and palm rest	3	good contrast and colors, poor brightness	2	unrefined, unbalanced sound quality, good volume	2	shallow	3	good textured surface, responsive	2	underside heats up under heavy usage		
1	1	1	471	normal	HP	Omen 17-w250tx (1HQ37PA)	169990	Black	"17.3"" FHD"	16GB DDR4	i7 7700HQ	8GB GDDR5	NV GTX 1070	1TB 7200RPM + 256GB SSD	Win 10	Yes	1 yr											17.3	8971	60	1	1	3	16	8	6	3	i7 7700HQ performs 10-15% better than i7 6700HQ		Omen_17_Black	Omen 17-w250tx	250tx	Omen 17-w250tx	2	plastic chasis despite being high-end laptop, strong hinges, mesh pattern on lid and palm rest	4	-	3	good quality and volume	3	matte finisih keys, red lettering	3	area is small, works perfectly well	2	underside heats up under heavy usage		
1	1	1	472	normal	HP	Omen 17-w249tx (1HQ36PA)	139990	Black	"17.3"" FHD"	16GB DDR4	i7 7700HQ	6GB GDDR5	NV GTX 1060	1TB 7200RPM + 256GB SSD	Win 10	Yes	1 yr											17.3	8971	55	1	1	3	16	6	6	3	i7 7700HQ performs 10-15% better than i7 6700HQ		Omen_17_Black	Omen 17-w249tx	249tx	Omen 17-w249tx	2	plastic chasis despite being high-end laptop, strong hinges, mesh pattern on lid and palm rest	4	-	3	good quality and volume	3	matte finisih keys, red lettering	3	area is small, works perfectly well	2	underside heats up under heavy usage		
25	31	26	325	normal	HP	Pavilion 11-s003tu	15799	Black	"11.6"" HD"	2GB DDR3	Celeron N3050	Integrated	Integrated	500GB 5400RPM	DOS	No	1 yr											11.6	892	0	0	0	1	2	0	1	0	Celeron N3050 performs 5-10% better than AMD E1-6010 & 50-60% worse than Pentium N3700		Pavilion_11_Black	Pavilion 11-s	003tu		-	-	-	-	-	-	-	-	-	-	-	-		
3	3	21	322	normal	HP	Pavilion 14-al101tu	55290	Gold	"14"" FHD"	4GB DDR4	i5 7200U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr											14	4732	0	1	0	1	4	0	5	0	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U		Pavilion_14_Gold	Pavilion 14-al	101tu		3	good quality plastic chasis, strong hinges	3	good contrast and colors, poor brightness	3	loud and good quality, lacks bass	3	-	2	smooth, responsive, integrated click mechanism is poor	2	rear get warm under heavy usage		
1	1	3.5	473	normal	HP	Pavilion 14-al010tx	78999	Gold	"14"" FHD"	12GB DDR4	i7 6500U	4GB DDR3	NV GT 940MX	1TB 5400RPM + 128GB SSD	Win 10	No	1 yr											14	4431	32	1	0	3	12	4	5	2	i7 6500U performs 5-10% better than i5 6200U & 5-10% worse than i5 7200U	940MX is the best mid-range GPU	Pavilion_14_Gold	Pavilion 14-al	010tx		3	good quality plastic chasis, strong hinges	3	good contrast and colors, poor brightness	3	loud and good quality, lacks bass	3	-	2	smooth, responsive, integrated click mechanism is poor	2	rear get warm under heavy usage		
1	1	3.5	474	normal	HP	Pavilion 14-al110tx	84990	Gold	"14"" FHD"	12GB DDR4	i7 7500U	4GB DDR3	NV GT 940MX	1TB 5400RPM + 128GB SSD	Win 10	No	1 yr											14	5250	32	1	0	3	12	4	6	2	i7 7500U performs 5-10% better than i7 6560U & 10-15% worse than i5 6300HQ	940MX is the best mid-range GPU	Pavilion_14_Gold	Pavilion 14-al	110tx		3	good quality plastic chasis, strong hinges	3	good contrast and colors, poor brightness	3	loud and good quality, lacks bass	3	-	2	smooth, responsive, integrated click mechanism is poor	2	rear get warm under heavy usage		
3	3	9	475	normal	HP	Pavilion 14-al111tx	66290	Gold	"14"" FHD"	8GB DDR4	i5 7200U	4GB DDR3	NV GT 940MX	1TB 5400RPM	Win 10	No	1 yr											14	4732	32	1	0	1	8	4	5	2	i5 7200U performs 15-20% better than i5 6200U & 5-10% worse than i7 7500U	940MX is the best mid-range GPU	Pavilion_14_Gold	Pavilion 14-al	111tx		3	good quality plastic chasis, strong hinges	3	good contrast and colors, poor brightness	3	loud and good quality, lacks bass	3	-	2	smooth, responsive, integrated click mechanism is poor	2	rear get warm under heavy usage		
3	3	21	771	normal	HP	Pavilion 14-al021tu / al022tu	45900	Silver / Gold	"14"" FHD"	4GB DDR4	i5 6200U	Integrated	Integrated	1TB 5400RPM	Win 10	No	1 yr	19.5	1.6									14	4100	0	1	0	1	4	0	5	0	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U		Pavilion_14_Silver	Pavilion 14-al021tu / al	022tu		3	good quality plastic chasis, strong hinges	3	good contrast and colors, poor brightness	3	loud and good quality, lacks bass	3	-	2	smooth, responsive, integrated click mechanism is poor	2	rear get warm under heavy usage		
6	6	12	476	normal	HP	Pavilion 15-ab522tx	53199	Silver	"15.6"" HD"	8GB DDR3	i5 6200U	4GB DDR3	NV GT 940M	1TB 5400RPM	Win 10	No	1 yr											15.6	4100	28	0	0	1	8	4	5	2	i5 6200U performs 30-40% better than i3 6006U & 10-15% worse than i5 7200U	slightly inferior to 940MX, which is the best mid-range GPU	Pavilion old_15_Silver	Pavilion 15-ab	522tx		3	good quality plastic chasis, strong hinges. keyboard area gradually gets darker upwards	2	poor brightness and contrast	3	loud and good quality, lacks bass	3	quiet soft keys	2	smooth, responsive, integrated click mechanism is poor	3	-		
6	6	12	477	normal	HP	Pavilion 15-ab549tx	75407	Silver	"15.6"" FHD"	8GB DDR3	i7 6500U	4GB DDR3	NV GT 940M	1TB 5400RPM	Win 10	No	1 yr											15.6	4431	28	0	0	1	8	4	5	2	i7 6500U performs 5-10% better than i5 6200U & 5-10% worse than i5 7200U	slightly inferior to 940MX, which is the best mid-range GPU	Pavilion old_15_Silver	Pavilion 15-ab	549tx		3	good quality plastic chasis, strong hinges. keyboard area gradually gets darker upwards	2	poor brightness and contrast	3	loud and good quality, lacks bass	3	quiet soft keys	2	smooth, responsive, integrated click mechanism is poor	3	-		
